surah,kazimirski_item_declared_num,classification,canonical_ayah_range,french_text,note
75,14,A,75:14,"L’homme sera un témoin oculaire déposant contre lui-même,",
75,15,A,75:15,Quelques excuses qu’il présente.,
75,16,A,75:16,"N’agite point ta langue, Ô Mohammed ! En répétant la révélation, en te pressant trop, de peur que ce qui t’est révélé ne t’échappe.",
75,17,A,75:17,C’est à nous d’en réunir les parties et de la réciter comme il convient.,
75,18,A,75:18,"Quand nous te lisons le Livre par la bouche de Gabriel, suis la lecture avec nous.",
75,19,A,75:19,C’est à nous aussi de t’en donner ensuite l’explication.,
75,20,A,75:20,"Ne le faites pas dorénavant. Mais vous, hommes, vous aimez tous la prompte actualité (Le monde d’ici-bas).",
75,21,A,75:21,Et vous laissez là l’avenir (la vie future).,
75,22,A,75:22,"Ce jour-là, il y aura des visages qui brilleront d’un vif éclat,",
75,23,A,75:23,Et qui tourneront leurs regards vers leur Seigneur.,
75,24,A,75:24,"Il y aura ce jour-là des visages ternes,",
75,25,A,75:25,Qui se douteront qu’une grande calamité va fondre sur eux.,
75,26,A,75:26,"Oui, sans doute. Lorsque l’âme remontera jusqu’à la gorge,",
75,27,A,75:27,Quand tout autour on s’écriera : Qui est-ce qui peut porter remède ?,
75,28,A,75:28,"Quand l’homme comprendra que le moment du départ est venu,",
75,29,A,75:29,"Quand la cuisse s’enlacera dans la cuisse,",
75,30,A,75:30,À ce moment-là on le fera marcher vers ton Seigneur.,
75,31,A,75:31,Il ne croyait point et ne priait pas.,
75,32,A,75:32,Il traitait le Livre de mensonge et se détournait.,
75,33,A,75:33,"Puis, rejoignant les siens, il marchait avec orgueil.",
75,34,A,75:34,"L’heure cependant arrive, elle est proche.",
75,35,A,75:35,"Elle est toujours plus proche, et puis encore plus proche.",
75,36,A,75:36,L’homme pense·t-il qu’on le laissera libre ?,
75,37,A,75:37,N’était-il pas d’abord une goutte de sperme qui se répand aisément ?,
75,38,A,75:38,"N’était-il pas ensuite un grumeau de sang, dont Dieu le forma ?",
75,39,A,75:39,"Il en a formé un couple, l’homme et la femme.",
75,40,A,75:40,Ce Dieu n’est-il pas assez puissant pour faire revivre les morts ?,
76,1,A,76:1,S’est-il écoulé beaucoup de temps sur la tête de L’HOMME sans qu’on se soit souvenu de lui ?,
76,2,A,76:2,Nous avons créé l’homme du sperme contenant le mélange de deux sexes. C’était pour l’éprouver. Nous l’avons doué de vue et d’ouïe.,
76,3,A,76:3,"Nous l’avons dirigé sur la droite voie, dut-il être reconnaissant ou ingrat.",
76,4,A,76:4,"Nous avons préparé aux infidèles des chaines, des colliers et un brasier ardent.",
76,5,A,76:5,Les justes boiront des coupes remplies d’un mélange de cafour.,
76,6,A,76:6,C’est une source à laquelle boiront les serviteurs de Dieu (Ils la conduiront en rigoles où ils voudront).,
76,7,A,76:7,"Les justes qui accomplissent leurs vœux, et craignent le jour dont les calamités s’étendront au loin,",
76,8,A,76:8,"Qui, quoique eux-mêmes soupirant après le repas, donnent de quoi manger au pauvre, à l’orphelin et au captif,",
76,9,A,76:9,"En disant : Nous vous donnons cette nourriture pour être agréables à Dieu, et nous ne vous en demanderons ni récompense ni actions de grâces.",
76,10,A,76:10,Nous craignons de la part de Dieu un jour terrible et calamiteux.,
76,11,A,76:11,Aussi Dieu les a préservés du malheur de ce jour ; il a donné de l’éclat à leurs fronts et les a comblés de joie.,
76,12,A,76:12,"Pour prix de leur constance, il leur a donné le paradis et des vêtements de soie,",
76,13,A,76:13,"Où, appuyés sur des sièges. Ils n’éprouveront ni la chaleur du soleil, ni froid glacial.",
76,14,A,76:14,Des arbres avoisinants les couvriront de leur ombrage et leurs fruits s’abaisseront pour être cueillis sans peine.,
76,15,A,76:15,"Pour eux on fera courir à la ronde des vases d’argent et des gobelets comme des cruches,",
76,16,A,76:16,Des cruches d’argent qu’ils rempliront dans une certaine mesure.,
76,17,A,76:17,"Ils y seront abreuvés avec des coupes remplies d’un mélange de zendjébil,",
76,18,A,76:18,"D’une source qui s’y trouve, appelée Selsebil.",
76,19,A,76:19,"Ils seront servis à la ronde par des enfants d’une éternelle jeunesse ; En les voyant, tu les prendrais pour des perles défilées.",
76,20,A,76:20,"Si tu voyais cela, tu verrais un séjour de délices qui est un vaste royaume.",
76,21,A,76:21,"Ils seront revêtus d’habits de satin vert et de brocart, et parés de bracelets d’argent. Leur Seigneur leur fera boire une boisson pure.",
76,22,A,76:22,Tout cela vous sera donné à titre de récompense. Vos efforts seront reconnus.,
76,23,A,76:23,Nous t’avons envoyé le Koran d’en haut.,
76,24,A,76:24,"Attends avec patience les arrêts de ton Seigneur, et n’obéis point aux criminels parmi eux et aux ingrats (incrédules)",
76,25,A,76:25,"Répète le nom de Dieu au matin et au soir,",
76,26,A,76:26,"Et pendant la nuit aussi ; adore Dieu, et célèbre son nom toute la longue nuit.",
76,27,A,76:27,"Ces hommes-ci aiment le présent, qui s’écoule promptement, et négligent la journée difficile de l’autre monde.",
76,28,A,76:28,"Nous les avons créés, et nous leur avons donné de la force ; si nous voulions, nous pourrions les remplacer par d’autres hommes.",
76,29,A,76:29,"Voilà l’avertissement ; que celui donc qui veut, prenne la route qui mène vers son Seigneur.",
76,30,A,76:30,Mais ils ne peuvent vouloir que ce que Dieu voudra ; car il est savant et sage.,
76,31,A,76:31,Il embrassera de sa miséricorde ceux qu’il voudra ; il a préparé aux méchants un supplice douloureux.,
77,1,A,77:1,"J’en jure par ceux qui sont ENVOYÉS l’un après l’autre,",
77,2,A,77:2,"Par ceux qui se meuvent avec véhémence,",
77,3,A,77:3,"Par ceux qui dispersent,",
77,4,A,77:4,"Par ceux qui établissent la distinction,",
77,5,A,77:5,Par ceux qui jettent la parole,
77,6,A,77:6,"D’excuse ou d’avertissement,",
77,7,A,77:7,"Ce qu’on vous promet est sur le point de venir,",
77,8,A,77:8,"Lorsque les étoiles auront été effacées,",
77,9,A,77:9,"Lorsque le ciel se fendra,",
77,10,A,77:10,"Lorsque les montagnes seront éparpillées comme la poussière,",
77,11,A,77:11,Lorsque les apôtres seront assignés à un terme fixe.,
77,12,A,77:12,Jusqu’à quel jour remettra-t-on le terme ?,
77,13,A,77:13,Jusqu’au jour de la décision.,
77,14,A,77:14,Qu’est-ce qui te fera connaître le jour de la décision !,
77,15,A,77:15,Malheur dans ce jour aux incrédules !,
77,16,A,77:16,N’avons-nous pas exterminé des peuples d’autrefois ?,
77,17,A,77:17,Ne les avons-nous pas remplacés par des peuples plus récents ?,
77,18,A,77:18,C’est ainsi que nous traitons les coupables.,
77,19,A,77:19,Malheur dans ce jour aux incrédules !,
77,20,A,77:20,"N’est-ce pas d’une goutte d’eau vile que nous vous avons créés,",
77,21,A,77:21,"Et établis dans un endroit sûr,",
77,22,A,77:22,Jusqu’au terme fixé d’avance ?,
77,23,A,77:23,Nous avons pu le faire. Que nous sommes puissant !,
77,24,A,77:24,Malheur dans ce jour aux incrédules !,
77,25,A,77:25,N’avons-nous pas constitué la terre pour renfermer,
77,26,A,77:26,Les vivants et les morts ?,
77,27,A,77:27,"Nous y avons établi des montagnes élevées, et nous vous faisons boire de l’eau douce.",
77,28,A,77:28,Malheur dans ce jour aux incrédules !,
77,29,A,77:29,Allez au supplice que vous avez traité de mensonge.,
77,30,A,77:30,"Allez sous l’ombre qui fourche en trois colonnes,",
77,31,A,77:31,Qui n’ombrage pas ; elle ne vous servira nullement pour vous garantir des flammes ;,
77,32,A,77:32,"Elle lancera des étincelles comme des tours,",
77,33,A,77:33,"Semblables à des chameaux roux,",
77,34,A,77:34,Malheur dans ce jour aux incrédules !,
77,35,A,77:35,Ce jour-là les coupables seront muets ;,
77,36,A,77:36,On ne leur permettra point d’alléguer des excuses.,
77,37,A,77:37,Malheur dans ce jour aux incrédules !,
77,38,A,77:38,"Ce sera le jour où nous vous rassemblerons, vous et vos devanciers.",
77,39,A,77:39,"Si vous disposez de quelque artifice, mettez-les œuvre.",
77,40,A,77:40,Malheur dans ce jour aux incrédules !,
77,41,A,77:41,Les hommes pieux seront au milieu des ombrages et des sources d’eau.,
77,42,A,77:42,Ils auront des fruits qu’ils aiment.,
77,43,A,77:43,"On leur dira : Mangez et buvez ; grand bien-vous fasse, pour prix de vos actions.",
77,44,A,77:44,C’est ainsi que nous récompensons ceux qui ont pratiqué le bien.,
77,45,A,77:45,Malheur dans ce jour aux incrédules !,
77,46,A,77:46,Mangez et jouissez ici-bas quelque temps encore. Vous êtes des criminels.,
77,47,A,77:47,Malheur dans ce jour aux incrédules !,
77,48,A,77:48,"Quand on leur dit : Fléchissez le genou, ils ne le fléchissent pas.",
77,49,A,77:49,Malheur dans ce jour aux incrédules !,
77,50,A,77:50,En quel autre livre croiront-ils ensuite ?,
78,1,A,78:1,Ils s’interrogent,
78,2,A,78:2,De la GRANDE NOUVELLE (de la résurrection),
78,3,A,78:3,Qui fait le sujet de leurs controverses.,
78,4,A,78:4,Ils la sauront infailliblement ;,
78,5,A,78:5,"Oui, ils la sauront.",
78,6,A,78:6,"N’avons-nous pas établi la terre comme un lit,",
78,7,A,78:7,Et les montagnes comme des pilotis ?,
78,8,A,78:8,Nous vous avons créés.,
78,9,A,78:9,Nous avons établi dans votre sommeil votre repos.,
78,10,A,78:10,Nous vous avons donné la nuit pour manteau.,
78,11,A,78:11,Nous avons établi le jour comme moyen de vivre.,
78,12,A,78:12,Nous avons bâti au-dessus de vos têtes sept cieux solides.,
78,13,A,78:13,Nous y avons suspendu un flambeau lumineux.,
78,14,A,78:14,"Nous faisons descendre des nuages de l’eau en abondance,",
78,15,A,78:15,"Pour faire germer par elle le grain et les plantes,",
78,16,A,78:16,Et des jardins plantés d’arbres.,
78,17,A,78:17,Le jour de la décision est un terme fixé d’avance.,
78,18,A,78:18,"Un jour on sonnera la trompette, et vous viendrez en foule.",
78,19,A,78:19,Le ciel s’ouvrira et présentera des portes nombreuses.,
78,20,A,78:20,Les montagnes seront mises en mouvement et paraîtront comme un mirage.,
78,21,A,78:21,"La géhenne sera toute formée d’embûches,",
78,22,A,78:22,"Retraite des méchants,",
78,23,A,78:23,Pour y demeurer des siècles.,
78,24,A,78:24,"Ils n’y gouteront ni la fraicheur d’aucune boisson,",
78,25,A,78:25,"Si ce n’est l’eau bouillante et le pus,",
78,26,A,78:26,Comme récompense conforme à leurs œuvres ;,
78,27,A,78:27,"Car ils n’ont jamais pensé qu’il faudra régler le compte,",
78,28,A,78:28,"Et ils niaient nos signes, les traitant de mensonges.",
78,29,A,78:29,Mais nous avons compté et inscrit tout.,
78,30,A,78:30,"Goutez-en donc la récompense, nous n’augmenterons que vos supplices.",
78,31,A,78:31,Un séjour de bonheur est réservé à ceux qui craignent Dieu.,
78,32,A,78:32,"Des jardins et des vignes,",
78,33,A,78:33,"Des filles au sein arrondi et d’un âge égal au leur,",
78,34,A,78:34,Des coupes remplies.,
78,35,A,78:35,Ils n’y entendront ni discours frivoles ni mensonges.,
78,36,A,78:36,"C’est une récompense de ton Seigneur (elle est suffisante),",
78,37,A,78:37,"Du maître des cieux et de la terre et de tout ce qui est entre eux, du Clément ; mais ils ne lui adresseront pas la parole.",
78,38,A,78:38,"Au jour ou l’esprit et les anges seront rangés en ordre, personne ne parlera, si ce n’est celui à qui le Miséricordieux le permettra, et qui ne dira que ce qui est juste.",
78,39,A,78:39,"Ce jour est un jour infaillible ; quiconque veut, prend la route qui conduit à son Seigneur.",
78,40,D,78:40,"Nous t’avons averti de la venue prochaine du supplice,",
78,41,D,78:40,"Au jour où l’homme verra les œuvres de ses mains, et où l’infidèle s’écriera : Plût à Dieu que je fusse poussière !",
79,1,A,79:1,"J’en jure par ceux qui arrachent avec violence,",
79,2,A,79:2,"Par ceux qui retirent doucement,",
79,3,A,79:3,"Par ceux qui nagent dans les airs,",
79,4,A,79:4,"Par ceux qui devancent dans la course,",
79,5,A,79:5,"Par ceux qui conduisent les affaires de l’univers,",
79,6,A,79:6,"Le jour ou retentira la trompette au son tremblant,",
79,7,A,79:7,"Que suivra un second coup,",
79,8,A,79:8,"Ce jour-là, les cœurs saisis d’épouvante,",
79,9,A,79:9,"Les regards baissés,",
79,10,A,79:10,Les incrédules diront : Serons-nous rendus à la terre ?,
79,11,A,79:11,Est-ce que devenus os pourris… ?,
79,12,A,79:12,"Dans ce cas, disent-ils, ce serait un instant de perdu.",
79,13,A,79:13,"Un seul son se fera entendre,",
79,14,A,79:14,Et déjà ils seront au fond de l’enfer.,
79,15,A,79:15,Connais-tu l’histoire de Moïse ?,
79,16,A,79:16,Lorsque Dieu lui cria du fond de la vallée de Touwa :,
79,17,A,79:17,"Va trouver Pharaon, il est impie,",
79,18,A,79:18,Et dis lui : Veux-tu devenir juste ?,
79,19,A,79:19,Je te guiderai vers Dieu ; crains-le.,
79,20,A,79:20,Moïse fit éclater à ses yeux un grand miracle.,
79,21,A,79:21,"Pharaon le traita d’imposteur, et fut rebelle.",
79,22,A,79:22,Il tourna le dos et se mit à agir.,
79,23,A,79:23,"Il rassembla des hommes et fit proclamer ses ordres,",
79,24,A,79:24,En disant : Je suis votre maître suprême.,
79,25,A,79:25,Dieu lui fit subir le supplice de ce monde et de l’autre.,
79,26,A,79:26,Il y a dans ceci un enseignement pour quiconque a de la crainte de Dieu.,
79,27,A,79:27,"Est-ce vous qu’il était plus difficile de créer, ou bien de bâtir le ciel ?",
79,28,A,79:28,"C’est Dieu qui l’a construit ; il éleva haut son sommet, et lui donna une forme parfaite.",
79,29,A,79:29,"Il a donné les ténèbres à sa nuit, et il fit luire son jour,",
79,30,A,79:30,Et puis il étendit la terre.,
79,31,A,79:31,Il en a fait jaillir ses eaux et germer ses pâturages.,
79,32,A,79:32,"Il a amarré les montagnes,",
79,33,A,79:33,Tout pour votre jouissance et celle de vos troupeaux.,
79,34,A,79:34,"Et lorsque le grand bouleversement arrivera,",
79,35,A,79:35,"Quand l’homme aura réfléchi sur ce qu’il avait fait,",
79,36,A,79:36,"Quand le brasier de l’enfer se montrera à nu à quiconque voit,",
79,37,A,79:37,Alors tout homme rebelle,
79,38,A,79:38,Qui a préféré la vie d’ici-bas,
79,39,A,79:39,Aura l’enfer pour demeure.,
79,40,A,79:40,"Mais celui qui tremblait devant la majesté du Seigneur, et maîtrisait son âme dans ses penchants,",
79,41,A,79:41,Celui-là aura le paradis pour demeure.,
79,42,A,79:42,Ils t’interrogeront au sujet de l’heure : Quand viendra-t-elle ?,
79,43,A,79:43,Qu’en sais-tu ?,
79,44,A,79:44,Son terme n’est connu que de Dieu.,
79,45,A,79:45,Tu n’es chargé que d’avertir ceux qui la redoutent.,
79,46,A,79:46,"Le jour ou ils la verront, il leur semblera qu’ils ne sont restés dans les tombeaux que la soirée ou la matinée de ce jour-là.",
80,1,A,80:1,"Il (Mohammed) a montré un FRONT SÉVÈRE et a tourné le dos,",
80,2,A,80:2,Parce qu’un aveugle s’est présenté chez lui.,
80,3,A,80:3,"Et qui t’a appris qu’il ne deviendra plus vertueux,",
80,4,A,80:4,Qu’il ne réfléchira pas sur les avertissements au point qu’il en profite ?,
80,5,A,80:5,"Mais quant à l’homme riche, qui se passe des autres,",
80,6,A,80:6,Tu t’en occupes ;,
80,7,A,80:7,"Et cependant tu n’en pâtiras pas, s’il n’est pas rendu plus pur.",
80,8,A,80:8,"Mais celui qui vient à toi, animé du zèle pour la foi,",
80,9,A,80:9,"Qui craint le Seigneur,",
80,10,A,80:10,Tu le négliges.,
80,11,A,80:11,Garde-toi d’en agir ainsi : Le Koran est un avertissement.,
80,12,A,80:12,"Quiconque veut, le retiendra dans sa mémoire.",
80,13,A,80:13,"Il est écrit sur des pages honorées,",
80,14,A,80:14,"Sublimes, pures ;",
80,15,C,80:15-80:16,Tracé par les mains des écrivains honorés et justes.,
80,16,B,80:17,Puisse l’homme périr ! Qu’il est ingrat !,
80,17,B,80:18,De quoi Dieu l’a-t-il créé ?,
80,18,D,80:19,D’une goutte de sperme.,
80,19,D,80:19,Il l’a créé et l’a façonné d’après certaines proportions.,
80,20,A,80:20,Il lui a facilité la voie pour le faire sortir des entrailles.,
80,21,A,80:21,Il le fait mourir et il l’ensevelit dans le tombeau ;,
80,22,A,80:22,Puis il le ressuscitera quand il voudra.,
80,23,A,80:23,Assurément l’homme n’a pas encore accompli les commandements de Dieu.,
80,24,A,80:24,Qu’il jette les yeux sur sa nourriture.,
80,25,A,80:25,Nous versons l’eau par ondées ;,
80,26,A,80:26,"Nous fendons la terre par fissures,",
80,27,A,80:27,"Et nous en faisons sortir le grain,",
80,28,A,80:28,"La vigne et le trèfle,",
80,29,A,80:29,"L’olivier et le palmier,",
80,30,A,80:30,"Les jardins aux arbres touffus,",
80,31,A,80:31,"Les fruits et les herbes,",
80,32,A,80:32,Qui servent à vous et à vos troupeaux.,
80,33,A,80:33,"Lorsque le son assourdissant de la trompette retentira,",
80,34,A,80:34,"Le jour où l’homme fuira son frère,",
80,35,A,80:35,"Son père et sa mère,",
80,36,A,80:36,"Sa compagne et ses enfants,",
80,37,A,80:37,Ce jour-là à tout homme suffira sa propre occupation.,
80,38,A,80:38,"Ce jour-là il y aura des visages brillants,",
80,39,A,80:39,"Riants, épanouis,",
80,40,A,80:40,"Et ce jour-là aussi il y aura d’autres visages poudreux couverts de poussière,",
80,41,A,80:41,L’obscurité les ternira :,
80,42,A,80:42,"Ce sont les infidèles, les libertins.",
81,1,A,81:1,"Lorsque le soleil sera ployé,",
81,2,A,81:2,"Que les étoiles tomberont,",
81,3,A,81:3,"Que les montagnes seront mises en mouvement,",
81,4,A,81:4,"Que les femelles de chameaux seront abandonnées,",
81,5,A,81:5,"Que les bêtes sauvages seront réunies en troupes,",
81,6,A,81:6,"Que les mers bouillonneront,",
81,7,A,81:7,"Que les âmes seront accouplées,",
81,8,A,81:8,Lorsqu’on demandera à la fille enterrée vivante,
81,9,A,81:9,Pour quel crime on l’a fait mourir ;,
81,10,A,81:10,Lorsque la feuille du Livre sera déroulée ;,
81,11,A,81:11,Lorsque les cieux seront mis de côté ;,
81,12,A,81:12,Lorsque les brasiers de l’enfer bruleront avec bruit ;,
81,13,A,81:13,Lorsque le paradis s’approchera ;,
81,14,A,81:14,Toute âme reconnaîtra alors l’œuvre qu’elle avait faite.,
81,15,A,81:15,Je ne jurerai pas par les étoiles rétrogrades,
81,16,A,81:16,"Qui courent rapidement et se dérobent,",
81,17,A,81:17,"J’en jure par la nuit quand elle survient,",
81,18,A,81:18,"Par l’aurore quand elle s’épanouit,",
81,19,A,81:19,"Que le Koran est la parole de l’envoyé illustre,",
81,20,A,81:20,"Puissant auprès du maitre du trône, ferme,",
81,21,A,81:21,Obéi et fidèle.,
81,22,A,81:22,Votre concitoyen n’est pas un possédé.,
81,23,A,81:23,"Il l’a vu distinctement au sommet du ciel,",
81,24,A,81:24,Et il ne soupçonne pas les mystères qui sont révélés.,
81,25,A,81:25,Ce ne sont pas les paroles du démon le lapidé.,
81,26,A,81:26,Où donc allez-vous ? (À quelles pensées vous abandonnez-vous ?),
81,27,A,81:27,"Le Koran est un avertissement pour l’univers,",
81,28,A,81:28,Pour ceux d’entre vous qui recherchent la voie droite.,
81,29,A,81:29,"Mais vous ne pouvez vouloir que ce que veut Dieu, le souverain de l’univers.",
82,1,A,82:1,"Lorsque le ciel se fendra,",
82,2,A,82:2,"Que les étoiles seront dispersées,",
82,3,A,82:3,"Que les mers confondront leurs eaux,",
82,4,A,82:4,"Que les tombeaux seront sens dessus dessous,",
82,5,A,82:5,L’âme verra ses actions anciennes et récentes.,
82,6,A,82:6,"Ô homme ! qu’est-ce qui t’a aveuglé pour ne pas voir ton maître généreux,",
82,7,A,82:7,"Ton maître qui t’a créé, qui t’a donné la perfection et la justesse dans tes formes,",
82,8,A,82:8,Qui t’a façonné d’après la forme qu’il a voulu ?,
82,9,A,82:9,"Mais vous traitez sa religion de mensonge,",
82,10,A,82:10,"Certes, il a des gardiens qui vous surveillent",
82,11,A,82:11,des gardiens illustres qui écrivent vos actions.,
82,12,A,82:12,Ils savent ce que vous faites.,
82,13,A,82:13,"Certes, les justes seront dans le séjour des délices,",
82,14,A,82:14,"Et certes, les libertins seront dans l’enfer.",
82,15,A,82:15,"Au jour de la rétribution, ils seront brûlés au feu.",
82,16,A,82:16,Ils ne pourront s’y soustraire.,
82,17,A,82:17,Qu’est-ce qui te fera connaître ce que c’est que le jour de la rétribution ?,
82,18,A,82:18,"Encore une fois, qu’est-ce qui te fera connaitre ce que c’est que le jour de la rétribution ?",
82,19,A,82:19,C’est le jour ou une âme ne pourra rien pour une âme. Ce jour-là tout sera dévolu à Dieu.,
83,1,A,83:1,"Malheur à ceux qui faussent la mesure ou le poids,",
83,2,A,83:2,"Qui en achetant exigent une mesure pleine,",
83,3,A,83:3,"Et qui, quand ils mesurent ou pèsent aux autres, les trompent !",
83,4,A,83:4,Ne savent-ils pas qu’un jour ils seront ressuscites,
83,5,A,83:5,Pour le grand jour (de la résurrection) ?,
83,6,A,83:6,Ce jour-là les hommes paraîtront devant le maître de l’univers.,
83,7,A,83:7,"Oui, la liste des prévaricateurs est dans le Siddjin,",
83,8,A,83:8,Qu’est-ce qui te fera connaître ce que c’est que le Siddjin ?,
83,9,A,83:9,C’est un livre couvert de caractères.,
83,10,A,83:10,"Dans ce jour, malheur à ceux qui traitent nos signes de mensonges,",
83,11,A,83:11,Qui regardent le jour de la rétribution comme un mensonge.,
83,12,A,83:12,"Le transgresseur, le coupable, peuvent seuls traiter de mensonge,",
83,13,A,83:13,"Eux qui, lorsqu’on leur récite nos versets, disent : Ce sont des contes des anciens.",
83,14,A,83:14,Non. — Mais leurs mauvaises œuvres ont jeté un voile sur leurs cœurs.,
83,15,A,83:15,"Assurément, ce jour-là ils seront séparés de la vue de leur Seigneur par un voile ;",
83,16,A,83:16,Ensuite ils seront précipités dans l’enfer.,
83,17,A,83:17,On leur dira : Voilà le châtiment que vous traitiez de mensonge.,
83,18,A,83:18,"Assurément, la liste des justes est dans l’Illioun.",
83,19,A,83:19,Qu’est-ce qui te fera connaitre ce que c’est que l’Illioun ?,
83,20,A,83:20,C’est un livre couvert de caractères.,
83,21,A,83:21,Ceux qui approchent de l’Éternel sont témoins de ce qu’on y trace.,
83,22,A,83:22,"Certes, les justes seront dans le séjour des délices.",
83,23,A,83:23,"Étendus sur des sièges, ils porteront leurs regards çà et là.",
83,24,A,83:24,Sur leurs fronts tu reconnaîtras l’éclat de la félicité.,
83,25,A,83:25,"On leur présentera à boire du vin exquis, cacheté.",
83,26,A,83:26,Le cachet sera de musc. Que ceux donc qui veulent lutter à le conquérir luttent.,
83,27,A,83:27,Ce vin sera mêlé avec l’eau de Tasnim.,
83,28,A,83:28,C’est une fontaine ou se désaltéreront ceux qui approchent de l’Éternel.,
83,29,A,83:29,Les criminels se moquaient des croyants.,
83,30,A,83:30,Quand ils passaient auprès d’eux ils se faisaient avec les yeux des signes d’intelligence.,
83,31,A,83:31,"Et lorsqu’ils retournaient au milieu de leurs familles, ils s’égayaient a leurs dépens (aux dépens des croyants).",
83,32,A,83:32,"Quand ils les voyaient, ils disaient : Ce sont des hommes égarés.",
83,33,A,83:33,Et cependant ils n’ont pas été envoyés pour veiller sur eux.,
83,34,A,83:34,"Aujourd’hui les croyants riront des infidèles,",
83,35,A,83:35,Étendus sur des sièges et portant leurs regards çà et là.,
83,36,A,83:36,Les infidèles ne seront-ils pas récompensés selon leurs œuvres ?,
84,1,A,84:1,"Lorsque le ciel se fendra,",
84,2,A,84:2,"Qu’il aura obéi au Seigneur, et se chargera d’exécuter ses ordres ;",
84,3,A,84:3,"Lorsque la terre sera étendue à plat,",
84,4,A,84:4,"Qu’elle aura rejeté de son sein tout ce qu’elle portait et qu’elle restera déserte,",
84,5,A,84:5,"Qu’elle aura obéi au Seigneur, et qu’elle se chargera d’exécuter ses ordres,",
84,6,A,84:6,"Alors, ô toi, homme ! Toi qui désirais voir ton Seigneur, tu le verras.",
84,7,A,84:7,Celui à qui ou donnera le livre de ses œuvres dans la main droite,
84,8,A,84:8,Sera jugé avec douceur.,
84,9,A,84:9,Il retournera Joyeux à sa famille.,
84,10,A,84:10,"Celui à qui on donnera le livre de ses œuvres derrière le dos,",
84,11,A,84:11,"Invoquera la mort,",
84,12,A,84:12,Pendant qu’il brûlera au feu.,
84,13,A,84:13,Sur la terre il se réjouissait au sein de sa famille ;,
84,14,A,84:14,Il s’imaginait qu’il ne comparaîtrait Jamais devant Dieu.,
84,15,A,84:15,Mais Dieu voyait tout.,
84,16,A,84:16,"Je ne jurerai pas par le crépuscule,",
84,17,A,84:17,"Par la nuit et par ce qu’elle rassemble,",
84,18,A,84:18,"Par la lune quand elle se complète et est dans son plein,",
84,19,A,84:19,Vous passerez de degré en degré.,
84,20,A,84:20,— Pourquoi donc ne croient-ils pas ?,
84,21,A,84:21,"Pourquoi, lorsqu’on leur récite le Koran, ne se prosternent-ils pas ?",
84,22,A,84:22,Bien plus : Les infidèles le traitent d’imposture.,
84,23,A,84:23,Mais Dieu connaît leur haine secrète.,
84,24,A,84:24,"Annonce le châtiment terrible,",
84,25,A,84:25,"Excepté à ceux qui ont cru, qui pratiquent le bien ; car ils recevront une récompense parfaite.",
85,1,A,85:1,"J’en jure par le ciel orné de douze signes du zodiaque,",
85,2,A,85:2,"Par le jour promis,",
85,3,A,85:3,"Par le témoin et le témoignage,",
85,4,A,85:4,Périssent (maudits soient) les maitres du fossé,
85,5,A,85:5,"Rempli d’un feu entretenu sans cesse,",
85,6,A,85:6,"Quand ils étaient assis tout autour,",
85,7,A,85:7,Pour être eux-mêmes témoins de ce qu’ils faisaient souffrir aux croyants.,
85,8,A,85:8,"Ils ne les ont tourmentés que parce que ceux-ci croyaient en Dieu puissant et glorieux,",
85,9,A,85:9,"En Dieu à qui appartient l’empire des cieux et de la terre, et qui est témoin de toutes les actions.",
85,10,A,85:10,"Ceux qui faisaient subir des tourments aux fidèles des deux sexes, qui n’ont pas fait pénitence, subiront les tourments de la géhenne, les tourments du feu.",
85,11,A,85:11,Ceux qui auront cru et pratiqué le bien auront pour récompense les jardins baignés de cours d’eau. Ce sera un bonheur immense.,
85,12,A,85:12,La vengeance de ton Seigneur sera terrible.,
85,13,A,85:13,Il produit tout et fait rentrer tout en lui.,
85,14,A,85:14,Il est indulgent et plein d’amour ;,
85,15,A,85:15,Il est le possesseur du trône glorieux ;,
85,16,A,85:16,Il fait ce qu’il lui plait.,
85,17,A,85:17,N’as-tu jamais entendu l’histoire des armées,
85,18,A,85:18,De Pharaon et des Thémoudites ?,
85,19,A,85:19,Mais les infidèles nient tout.,
85,20,A,85:20,Dieu est derrière eux ; il les cerne.,
85,21,A,85:21,Ce Koran glorieux,
85,22,A,85:22,Est écrit sur une table gardée avec soin.,
86,1,A,86:1,J’en jure par le ciel et par L’ÉTOILE NOCTURNE.,
86,2,A,86:2,Qui te fera connaitre ce que c’est que l’étoile nocturne ?,
86,3,A,86:3,C’est l’étoile qui lance des dards.,
86,4,A,86:4,Toute rame a un gardien qui la surveille.,
86,5,A,86:5,Que l’homme considère de quoi il a été créé :,
86,6,A,86:6,"D’une goutte d’eau répandue,",
86,7,A,86:7,Sortie des reins et des os de la poitrine.,
86,8,A,86:8,"Certainement Dieu peut le ressusciter,",
86,9,A,86:9,"Le jour ou tout ce qui est caché sera dévoilé,",
86,10,A,86:10,"Et où il n’y aura ni puissance ni appui, excepté en Dieu.",
86,11,A,86:11,"J’en jure par le ciel qui accomplit ses révolutions,",
86,12,A,86:12,"Par la terre qui se fend pour faire germer les plantes,",
86,13,A,86:13,"En vérité, le Koran est une parole qui décide ;",
86,14,A,86:14,Ce n’est point un discours frivole.,
86,15,A,86:15,"Ils mettent en œuvre leurs stratagèmes,",
86,16,A,86:16,Et moi je mettrai en œuvre les miens,
